This is Ipopt version 3.13.4, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:      758
Number of nonzeros in inequality constraint Jacobian.:       40
Number of nonzeros in Lagrangian Hessian.............:      660

Total number of variables............................:      248
                     variables with only lower bounds:        0
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:      218
Total number of inequality constraints...............:       40
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:       40

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 177r 8.1367249e+01 5.15e-02 2.83e+01  -3.0 3.28e-01    -  1.00e+00 1.00e+00h  1
 178r 8.1333573e+01 5.15e-02 2.97e+01  -3.0 3.10e-01    -  1.00e+00 1.00e+00h  1
 179r 8.1360320e+01 5.15e-02 2.59e+01  -3.0 2.99e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180r 8.1329836e+01 5.15e-02 2.70e+01  -3.0 2.84e-01    -  1.00e+00 1.00e+00h  1
 181r 8.1354628e+01 5.15e-02 2.39e+01  -3.0 2.74e-01    -  1.00e+00 1.00e+00h  1
 182r 8.1326896e+01 5.15e-02 2.48e+01  -3.0 2.61e-01    -  1.00e+00 1.00e+00h  1
 183r 8.1349949e+01 5.15e-02 2.20e+01  -3.0 2.52e-01    -  1.00e+00 1.00e+00h  1
 184r 8.1324583e+01 5.15e-02 2.28e+01  -3.0 2.41e-01    -  1.00e+00 1.00e+00h  1
 185r 8.1346054e+01 5.15e-02 2.04e+01  -3.0 2.33e-01    -  1.00e+00 1.00e+00h  1
 186r 8.1322748e+01 5.15e-02 2.10e+01  -3.0 2.23e-01    -  1.00e+00 1.00e+00h  1
 187r 8.1342772e+01 5.15e-02 1.90e+01  -3.0 2.16e-01    -  1.00e+00 1.00e+00h  1
 188r 8.1321281e+01 5.15e-02 1.95e+01  -3.0 2.07e-01    -  1.00e+00 1.00e+00h  1
 189r 8.1339976e+01 5.15e-02 1.76e+01  -3.0 2.00e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190r 8.1320103e+01 5.15e-02 1.80e+01  -3.0 1.92e-01    -  1.00e+00 1.00e+00h  1
 191r 8.1337574e+01 5.15e-02 1.64e+01  -3.0 1.86e-01    -  1.00e+00 1.00e+00h  1
 192r 8.1319153e+01 5.15e-02 1.68e+01  -3.0 1.79e-01    -  1.00e+00 1.00e+00h  1
 193r 8.1335495e+01 5.15e-02 1.53e+01  -3.0 1.73e-01    -  1.00e+00 1.00e+00h  1
 194r 8.1318386e+01 5.15e-02 1.56e+01  -3.0 1.67e-01    -  1.00e+00 1.00e+00h  1
 195r 8.1333683e+01 5.15e-02 1.43e+01  -3.0 1.61e-01    -  1.00e+00 1.00e+00h  1
 196r 8.1317767e+01 5.15e-02 1.45e+01  -3.0 1.56e-01    -  1.00e+00 1.00e+00h  1
 197r 8.1332096e+01 5.15e-02 1.34e+01  -3.0 1.51e-01    -  1.00e+00 1.00e+00h  1
 198r 8.1317269e+01 5.15e-02 1.35e+01  -3.0 1.45e-01    -  1.00e+00 1.00e+00h  1
 199r 8.1330699e+01 5.15e-02 1.25e+01  -3.0 1.41e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200r 8.1316871e+01 5.15e-02 1.27e+01  -3.0 1.36e-01    -  1.00e+00 1.00e+00h  1
 201r 8.1329464e+01 5.15e-02 1.18e+01  -3.0 1.32e-01    -  1.00e+00 1.00e+00h  1
 202r 8.1316553e+01 5.15e-02 1.18e+01  -3.0 1.27e-01    -  1.00e+00 1.00e+00h  1
 203r 8.1328367e+01 5.15e-02 1.10e+01  -3.0 1.23e-01    -  1.00e+00 1.00e+00h  1
 204r 8.1316304e+01 5.15e-02 1.11e+01  -3.0 1.19e-01    -  1.00e+00 1.00e+00h  1
 205r 8.1327391e+01 5.15e-02 1.03e+01  -3.0 1.15e-01    -  1.00e+00 1.00e+00h  1
 206r 8.1316110e+01 5.15e-02 1.03e+01  -3.0 1.12e-01    -  1.00e+00 1.00e+00h  1
 207r 8.1326518e+01 5.15e-02 9.69e+00  -3.0 1.08e-01    -  1.00e+00 1.00e+00h  1
 208r 8.1315963e+01 5.15e-02 9.68e+00  -3.0 1.05e-01    -  1.00e+00 1.00e+00h  1
 209r 8.1325737e+01 5.15e-02 9.09e+00  -3.0 1.01e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210r 8.1315854e+01 5.15e-02 9.07e+00  -3.0 9.80e-02    -  1.00e+00 1.00e+00h  1
 211r 8.1325035e+01 5.15e-02 8.53e+00  -3.0 9.51e-02    -  1.00e+00 1.00e+00h  1
 212r 8.1315778e+01 5.15e-02 8.50e+00  -3.0 9.19e-02    -  1.00e+00 1.00e+00h  1
 213r 8.1324403e+01 5.15e-02 8.01e+00  -3.0 8.92e-02    -  1.00e+00 1.00e+00h  1
 214r 8.1315728e+01 5.15e-02 7.97e+00  -3.0 8.63e-02    -  1.00e+00 1.00e+00h  1
 215r 8.1323833e+01 5.15e-02 7.53e+00  -3.0 8.37e-02    -  1.00e+00 1.00e+00h  1
 216r 8.1315700e+01 5.15e-02 7.47e+00  -3.0 8.10e-02    -  1.00e+00 1.00e+00h  1
 217r 8.1323317e+01 5.15e-02 7.07e+00  -3.0 7.85e-02    -  1.00e+00 1.00e+00h  1
 218r 8.1315691e+01 5.15e-02 7.01e+00  -3.0 7.60e-02    -  1.00e+00 1.00e+00h  1
 219r 8.1322851e+01 5.15e-02 6.64e+00  -3.0 7.37e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220r 8.1315696e+01 5.15e-02 6.58e+00  -3.0 7.14e-02    -  1.00e+00 1.00e+00h  1
 221r 8.1322427e+01 5.15e-02 6.24e+00  -3.0 6.92e-02    -  1.00e+00 1.00e+00h  1
 222r 8.1315714e+01 5.15e-02 6.18e+00  -3.0 6.70e-02    -  1.00e+00 1.00e+00h  1
 223r 8.1322042e+01 5.15e-02 5.87e+00  -3.0 6.50e-02    -  1.00e+00 1.00e+00h  1
 224r 8.1315741e+01 5.15e-02 5.80e+00  -3.0 6.30e-02    -  1.00e+00 1.00e+00h  1
 225r 8.1321691e+01 5.15e-02 5.51e+00  -3.0 6.11e-02    -  1.00e+00 1.00e+00h  1
 226r 8.1315777e+01 5.15e-02 5.44e+00  -3.0 5.92e-02    -  1.00e+00 1.00e+00h  1
 227r 8.1321372e+01 5.15e-02 5.18e+00  -3.0 5.74e-02    -  1.00e+00 1.00e+00h  1
 228r 8.1315819e+01 5.15e-02 5.11e+00  -3.0 5.56e-02    -  1.00e+00 1.00e+00h  1
 229r 8.1321080e+01 5.15e-02 4.87e+00  -3.0 5.39e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r 8.1315865e+01 5.15e-02 4.80e+00  -3.0 5.22e-02    -  1.00e+00 1.00e+00h  1
 231r 8.1320813e+01 5.15e-02 4.58e+00  -3.0 5.07e-02    -  1.00e+00 1.00e+00h  1
 232r 8.1315916e+01 5.15e-02 4.51e+00  -3.0 4.91e-02    -  1.00e+00 1.00e+00h  1
 233r 8.1320569e+01 5.15e-02 4.31e+00  -3.0 4.76e-02    -  1.00e+00 1.00e+00h  1
 234r 8.1315969e+01 5.15e-02 4.24e+00  -3.0 4.61e-02    -  1.00e+00 1.00e+00h  1
 235r 8.1320346e+01 5.15e-02 4.05e+00  -3.0 4.48e-02    -  1.00e+00 1.00e+00h  1
 236r 8.1316024e+01 5.15e-02 3.98e+00  -3.0 4.34e-02    -  1.00e+00 1.00e+00h  1
 237r 8.1320140e+01 5.15e-02 3.81e+00  -3.0 4.21e-02    -  1.00e+00 1.00e+00h  1
 238r 8.1316080e+01 5.15e-02 3.74e+00  -3.0 4.08e-02    -  1.00e+00 1.00e+00h  1
 239r 8.1319952e+01 5.15e-02 3.58e+00  -3.0 3.96e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r 8.1316137e+01 5.15e-02 3.52e+00  -3.0 3.83e-02    -  1.00e+00 1.00e+00h  1
 241r 8.1319779e+01 5.15e-02 3.37e+00  -3.0 3.72e-02    -  1.00e+00 1.00e+00h  1
 242r 8.1316193e+01 5.15e-02 3.30e+00  -3.0 3.60e-02    -  1.00e+00 1.00e+00h  1
 243r 8.1319619e+01 5.15e-02 3.17e+00  -3.0 3.50e-02    -  1.00e+00 1.00e+00h  1
 244r 8.1316250e+01 5.15e-02 3.11e+00  -3.0 3.39e-02    -  1.00e+00 1.00e+00h  1
 245r 8.1319472e+01 5.15e-02 2.98e+00  -3.0 3.29e-02    -  1.00e+00 1.00e+00h  1
 246r 8.1316305e+01 5.15e-02 2.92e+00  -3.0 3.19e-02    -  1.00e+00 1.00e+00h  1
 247r 8.1319336e+01 5.15e-02 2.80e+00  -3.0 3.09e-02    -  1.00e+00 1.00e+00h  1
 248r 8.1316360e+01 5.15e-02 2.74e+00  -3.0 3.00e-02    -  1.00e+00 1.00e+00h  1
 249r 8.1319211e+01 5.15e-02 2.64e+00  -3.0 2.91e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r 8.1316414e+01 5.15e-02 2.58e+00  -3.0 2.82e-02    -  1.00e+00 1.00e+00h  1
 251r 8.1319096e+01 5.15e-02 2.48e+00  -3.0 2.73e-02    -  1.00e+00 1.00e+00h  1
 252r 8.1316466e+01 5.15e-02 2.42e+00  -3.0 2.65e-02    -  1.00e+00 1.00e+00h  1
 253r 8.1318989e+01 5.15e-02 2.33e+00  -3.0 2.57e-02    -  1.00e+00 1.00e+00h  1
 254r 8.1316517e+01 5.15e-02 2.28e+00  -3.0 2.49e-02    -  1.00e+00 1.00e+00h  1
 255r 8.1318890e+01 5.15e-02 2.19e+00  -3.0 2.42e-02    -  1.00e+00 1.00e+00h  1
 256r 8.1316566e+01 5.15e-02 2.14e+00  -3.0 2.34e-02    -  1.00e+00 1.00e+00h  1
 257r 8.1318798e+01 5.15e-02 2.06e+00  -3.0 2.27e-02    -  1.00e+00 1.00e+00h  1
 258r 8.1316613e+01 5.15e-02 2.01e+00  -3.0 2.20e-02    -  1.00e+00 1.00e+00h  1
 259r 8.1318713e+01 5.15e-02 1.94e+00  -3.0 2.14e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 8.1316659e+01 5.15e-02 1.89e+00  -3.0 2.07e-02    -  1.00e+00 1.00e+00h  1
 261r 8.1318634e+01 5.15e-02 1.83e+00  -3.0 2.01e-02    -  1.00e+00 1.00e+00h  1
 262r 8.1316703e+01 5.15e-02 1.78e+00  -3.0 1.95e-02    -  1.00e+00 1.00e+00h  1
 263r 8.1318561e+01 5.15e-02 1.72e+00  -3.0 1.89e-02    -  1.00e+00 1.00e+00h  1
 264r 8.1316745e+01 5.15e-02 1.67e+00  -3.0 1.83e-02    -  1.00e+00 1.00e+00h  1
 265r 8.1318493e+01 5.15e-02 1.62e+00  -3.0 1.78e-02    -  1.00e+00 1.00e+00h  1
 266r 8.1316786e+01 5.15e-02 1.57e+00  -3.0 1.72e-02    -  1.00e+00 1.00e+00h  1
 267r 8.1318430e+01 5.15e-02 1.52e+00  -3.0 1.67e-02    -  1.00e+00 1.00e+00h  1
 268r 8.1316825e+01 5.15e-02 1.48e+00  -3.0 1.62e-02    -  1.00e+00 1.00e+00h  1
 269r 8.1318371e+01 5.15e-02 1.43e+00  -3.0 1.57e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 8.1316862e+01 5.15e-02 1.39e+00  -3.0 1.52e-02    -  1.00e+00 1.00e+00h  1
 271r 8.1318317e+01 5.15e-02 1.34e+00  -3.0 1.48e-02    -  1.00e+00 1.00e+00h  1
 272r 8.1316897e+01 5.15e-02 1.31e+00  -3.0 1.43e-02    -  1.00e+00 1.00e+00h  1
 273r 8.1318266e+01 5.15e-02 1.26e+00  -3.0 1.39e-02    -  1.00e+00 1.00e+00h  1
 274r 8.1316931e+01 5.15e-02 1.23e+00  -3.0 1.35e-02    -  1.00e+00 1.00e+00h  1
 275r 8.1318218e+01 5.15e-02 1.19e+00  -3.0 1.31e-02    -  1.00e+00 1.00e+00h  1
 276r 8.1316964e+01 5.15e-02 1.16e+00  -3.0 1.27e-02    -  1.00e+00 1.00e+00h  1
 277r 8.1318174e+01 5.15e-02 1.12e+00  -3.0 1.23e-02    -  1.00e+00 1.00e+00h  1
 278r 8.1316994e+01 5.15e-02 1.09e+00  -3.0 1.19e-02    -  1.00e+00 1.00e+00h  1
 279r 8.1318133e+01 5.15e-02 1.05e+00  -3.0 1.16e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 8.1317023e+01 5.15e-02 1.02e+00  -3.0 1.12e-02    -  1.00e+00 1.00e+00h  1
 281r 8.1318095e+01 5.15e-02 9.90e-01  -3.0 1.09e-02    -  1.00e+00 1.00e+00h  1
 282r 8.1317051e+01 5.15e-02 9.63e-01  -3.0 1.05e-02    -  1.00e+00 1.00e+00h  1
 283r 8.1318059e+01 5.15e-02 9.31e-01  -3.0 1.02e-02    -  1.00e+00 1.00e+00h  1
 284r 8.1317078e+01 5.15e-02 9.05e-01  -3.0 9.92e-03    -  1.00e+00 1.00e+00h  1
 285r 8.1318025e+01 5.15e-02 8.76e-01  -3.0 9.62e-03    -  1.00e+00 1.00e+00h  1
 286r 8.1317103e+01 5.15e-02 8.52e-01  -3.0 9.33e-03    -  1.00e+00 1.00e+00h  1
 287r 8.1317994e+01 5.15e-02 8.23e-01  -3.0 9.05e-03    -  1.00e+00 1.00e+00h  1
 288r 8.1317126e+01 5.15e-02 8.01e-01  -3.0 8.77e-03    -  1.00e+00 1.00e+00h  1
 289r 8.1317965e+01 5.15e-02 7.75e-01  -3.0 8.51e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r 8.1317149e+01 5.15e-02 7.53e-01  -3.0 8.25e-03    -  1.00e+00 1.00e+00h  1
 291r 8.1317938e+01 5.15e-02 7.29e-01  -3.0 8.00e-03    -  1.00e+00 1.00e+00h  1
 292r 8.1317170e+01 5.15e-02 7.08e-01  -3.0 7.76e-03    -  1.00e+00 1.00e+00h  1
 293r 8.1317912e+01 5.15e-02 6.85e-01  -3.0 7.53e-03    -  1.00e+00 1.00e+00h  1
 294r 8.1317190e+01 5.15e-02 6.66e-01  -3.0 7.30e-03    -  1.00e+00 1.00e+00h  1
 295r 8.1317888e+01 5.15e-02 6.45e-01  -3.0 7.08e-03    -  1.00e+00 1.00e+00h  1
 296r 8.1317210e+01 5.15e-02 6.26e-01  -3.0 6.86e-03    -  1.00e+00 1.00e+00h  1
 297r 8.1317866e+01 5.15e-02 6.06e-01  -3.0 6.66e-03    -  1.00e+00 1.00e+00h  1
 298r 8.1317228e+01 5.15e-02 5.89e-01  -3.0 6.46e-03    -  1.00e+00 1.00e+00h  1
 299r 8.1317845e+01 5.15e-02 5.70e-01  -3.0 6.26e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r 8.1317245e+01 5.15e-02 5.54e-01  -3.0 6.07e-03    -  1.00e+00 1.00e+00h  1
 301r 8.1317826e+01 5.15e-02 5.36e-01  -3.0 5.89e-03    -  1.00e+00 1.00e+00h  1
 302r 8.1317261e+01 5.15e-02 5.21e-01  -3.0 5.71e-03    -  1.00e+00 1.00e+00h  1
 303r 8.1317807e+01 5.15e-02 5.04e-01  -3.0 5.54e-03    -  1.00e+00 1.00e+00h  1
 304r 8.1317276e+01 5.15e-02 4.90e-01  -3.0 5.37e-03    -  1.00e+00 1.00e+00h  1
 305r 8.1317790e+01 5.15e-02 4.74e-01  -3.0 5.21e-03    -  1.00e+00 1.00e+00h  1
 306r 8.1317291e+01 5.15e-02 4.61e-01  -3.0 5.05e-03    -  1.00e+00 1.00e+00h  1
 307r 8.1317774e+01 5.15e-02 4.46e-01  -3.0 4.90e-03    -  1.00e+00 1.00e+00h  1
 308r 8.1317304e+01 5.15e-02 4.33e-01  -3.0 4.75e-03    -  1.00e+00 1.00e+00h  1
 309r 8.1317759e+01 5.15e-02 4.20e-01  -3.0 4.61e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310r 8.1317317e+01 5.15e-02 4.08e-01  -3.0 4.47e-03    -  1.00e+00 1.00e+00h  1
 311r 8.1317745e+01 5.15e-02 3.95e-01  -3.0 4.33e-03    -  1.00e+00 1.00e+00h  1
 312r 8.1317330e+01 5.15e-02 3.83e-01  -3.0 4.20e-03    -  1.00e+00 1.00e+00h  1
 313r 8.1317732e+01 5.15e-02 3.71e-01  -3.0 4.08e-03    -  1.00e+00 1.00e+00h  1
 314r 8.1317341e+01 5.15e-02 3.61e-01  -3.0 3.95e-03    -  1.00e+00 1.00e+00h  1
 315r 8.1317719e+01 5.15e-02 3.49e-01  -3.0 3.83e-03    -  1.00e+00 1.00e+00h  1
 316r 8.1317352e+01 5.15e-02 3.39e-01  -3.0 3.72e-03    -  1.00e+00 1.00e+00h  1
 317r 8.1317708e+01 5.15e-02 3.29e-01  -3.0 3.61e-03    -  1.00e+00 1.00e+00h  1
 318r 8.1317362e+01 5.15e-02 3.19e-01  -3.0 3.50e-03    -  1.00e+00 1.00e+00h  1
 319r 8.1317697e+01 5.15e-02 3.09e-01  -3.0 3.39e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320r 8.1317372e+01 5.15e-02 3.00e-01  -3.0 3.29e-03    -  1.00e+00 1.00e+00h  1
 321r 8.1317686e+01 5.15e-02 2.91e-01  -3.0 3.19e-03    -  1.00e+00 1.00e+00h  1
 322r 8.1317381e+01 5.15e-02 2.82e-01  -3.0 3.09e-03    -  1.00e+00 1.00e+00h  1
 323r 8.1317677e+01 5.15e-02 2.73e-01  -3.0 3.00e-03    -  1.00e+00 1.00e+00h  1
 324r 8.1317389e+01 5.15e-02 2.65e-01  -3.0 2.91e-03    -  1.00e+00 1.00e+00h  1
 325r 8.1317668e+01 5.15e-02 2.57e-01  -3.0 2.82e-03    -  1.00e+00 1.00e+00h  1
 326r 8.1317398e+01 5.15e-02 2.50e-01  -3.0 2.74e-03    -  1.00e+00 1.00e+00h  1
 327r 8.1317659e+01 5.15e-02 2.42e-01  -3.0 2.65e-03    -  1.00e+00 1.00e+00h  1
 328r 8.1317405e+01 5.15e-02 2.35e-01  -3.0 2.57e-03    -  1.00e+00 1.00e+00h  1
 329r 8.1317651e+01 5.15e-02 2.27e-01  -3.0 2.50e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330r 8.1317412e+01 5.15e-02 2.21e-01  -3.0 2.42e-03    -  1.00e+00 1.00e+00h  1
 331r 8.1317644e+01 5.15e-02 2.14e-01  -3.0 2.35e-03    -  1.00e+00 1.00e+00h  1
 332r 8.1317419e+01 5.15e-02 2.08e-01  -3.0 2.28e-03    -  1.00e+00 1.00e+00h  1
 333r 8.1317637e+01 5.15e-02 2.01e-01  -3.0 2.21e-03    -  1.00e+00 1.00e+00h  1
 334r 8.1317426e+01 5.15e-02 1.95e-01  -3.0 2.14e-03    -  1.00e+00 1.00e+00h  1
 335r 8.1317630e+01 5.15e-02 1.89e-01  -3.0 2.08e-03    -  1.00e+00 1.00e+00h  1
 336r 8.1317432e+01 5.15e-02 1.84e-01  -3.0 2.01e-03    -  1.00e+00 1.00e+00h  1
 337r 8.1317624e+01 5.15e-02 1.78e-01  -3.0 1.95e-03    -  1.00e+00 1.00e+00h  1
 338r 8.1317437e+01 5.15e-02 1.73e-01  -3.0 1.89e-03    -  1.00e+00 1.00e+00h  1
 339r 8.1317619e+01 5.15e-02 1.67e-01  -3.0 1.84e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340r 8.1317443e+01 5.15e-02 1.62e-01  -3.0 1.78e-03    -  1.00e+00 1.00e+00h  1
 341r 8.1317613e+01 5.15e-02 1.57e-01  -3.0 1.73e-03    -  1.00e+00 1.00e+00h  1
 342r 8.1317448e+01 5.15e-02 1.53e-01  -3.0 1.68e-03    -  1.00e+00 1.00e+00h  1
 343r 8.1317608e+01 5.15e-02 1.48e-01  -3.0 1.62e-03    -  1.00e+00 1.00e+00h  1
 344r 8.1317452e+01 5.15e-02 1.44e-01  -3.0 1.58e-03    -  1.00e+00 1.00e+00h  1
 345r 8.1317603e+01 5.15e-02 1.39e-01  -3.0 1.53e-03    -  1.00e+00 1.00e+00h  1
 346r 8.1317457e+01 5.15e-02 1.35e-01  -3.0 1.48e-03    -  1.00e+00 1.00e+00h  1
 347r 8.1317599e+01 5.15e-02 1.31e-01  -3.0 1.44e-03    -  1.00e+00 1.00e+00h  1
 348r 8.1317461e+01 5.15e-02 1.27e-01  -3.0 1.39e-03    -  1.00e+00 1.00e+00h  1
 349r 8.1317594e+01 5.15e-02 1.23e-01  -3.0 1.35e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350r 8.1317465e+01 5.15e-02 1.20e-01  -3.0 1.31e-03    -  1.00e+00 1.00e+00h  1
 351r 8.1317590e+01 5.15e-02 1.16e-01  -3.0 1.27e-03    -  1.00e+00 1.00e+00h  1
 352r 8.1317469e+01 5.15e-02 1.12e-01  -3.0 1.23e-03    -  1.00e+00 1.00e+00h  1
 353r 8.1317587e+01 5.15e-02 1.09e-01  -3.0 1.20e-03    -  1.00e+00 1.00e+00h  1
 354r 8.1317472e+01 5.15e-02 1.06e-01  -3.0 1.16e-03    -  1.00e+00 1.00e+00h  1
 355r 8.1317583e+01 5.15e-02 1.03e-01  -3.0 1.12e-03    -  1.00e+00 1.00e+00h  1
 356r 8.1317475e+01 5.15e-02 9.95e-02  -3.0 1.09e-03    -  1.00e+00 1.00e+00h  1
 357r 8.1317580e+01 5.15e-02 9.64e-02  -3.0 1.06e-03    -  1.00e+00 1.00e+00h  1
 358r 8.1317479e+01 5.15e-02 9.35e-02  -3.0 1.03e-03    -  1.00e+00 1.00e+00h  1
 359r 8.1317577e+01 5.15e-02 9.07e-02  -3.0 9.95e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360r 8.1317482e+01 5.15e-02 8.80e-02  -3.0 9.65e-04    -  1.00e+00 1.00e+00h  1
 361r 8.1317574e+01 5.15e-02 8.53e-02  -3.0 9.36e-04    -  1.00e+00 1.00e+00h  1
 362r 8.1317484e+01 5.15e-02 8.27e-02  -3.0 9.08e-04    -  1.00e+00 1.00e+00h  1
 363r 8.1317571e+01 5.15e-02 8.02e-02  -3.0 8.80e-04    -  1.00e+00 1.00e+00h  1
 364r 8.1317487e+01 5.15e-02 7.78e-02  -3.0 8.54e-04    -  1.00e+00 1.00e+00h  1
 365r 8.1317569e+01 5.15e-02 7.55e-02  -3.0 8.28e-04    -  1.00e+00 1.00e+00h  1
 366r 8.1317489e+01 5.15e-02 7.32e-02  -3.0 8.03e-04    -  1.00e+00 1.00e+00h  1
 367r 8.1317566e+01 5.15e-02 7.10e-02  -3.0 7.79e-04    -  1.00e+00 1.00e+00h  1
 368r 8.1317492e+01 5.15e-02 6.88e-02  -3.0 7.55e-04    -  1.00e+00 1.00e+00h  1
 369r 8.1317564e+01 5.15e-02 6.67e-02  -3.0 7.32e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370r 8.1284859e+01 5.15e-02 6.33e+00  -4.0 1.28e-01    -  1.00e+00 1.00e+00f  1
 371r 8.7498344e+01 5.15e-02 2.70e+02  -4.0 2.08e+00  -1.5 2.46e-01 1.00e+00f  1
 372r 8.9097858e+01 6.52e-02 2.78e+02  -4.0 1.96e+01  -1.9 6.16e-02 5.28e-02f  1
 373r 9.0666356e+01 6.16e-02 5.98e+02  -4.0 3.26e+00  -1.5 1.07e-01 2.01e-01f  1
 374r 9.0729561e+01 5.99e-02 7.05e+02  -4.0 8.48e-01  -1.1 4.87e-01 2.80e-02h  1
 375r 9.1478123e+01 5.14e-02 2.64e+03  -4.0 3.37e-01  -0.7 1.40e-01 1.00e+00f  1
 376r 9.4927796e+01 5.14e-02 1.11e+03  -4.0 7.66e-01  -1.1 3.23e-01 9.85e-01f  1
 377r 9.4947053e+01 5.14e-02 1.10e+03  -4.0 2.31e+00  -0.7 1.21e-03 7.79e-03f  1
 378r 9.4946333e+01 5.14e-02 1.14e+03  -4.0 1.43e+01  -1.2 5.46e-04 4.84e-05h  1
 379r 9.5039215e+01 5.14e-02 1.56e+03  -4.0 9.44e-01  -0.8 1.57e-01 3.99e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380r 9.5110718e+01 5.14e-02 1.58e+03  -4.0 1.18e+00  -1.2 4.49e-01 2.07e-02f  1
 381r 9.6655491e+01 5.15e-02 9.70e+01  -4.0 3.68e-01  -0.8 8.34e-01 1.00e+00f  1
 382r 1.0233839e+02 8.00e-02 6.65e+02  -4.0 1.50e+00  -1.3 2.09e-01 1.00e+00f  1
 383r 1.0211983e+02 5.84e-02 1.54e+03  -4.0 9.36e-01  -0.9 1.50e-01 3.92e-01h  1
 384r 1.0209930e+02 5.43e-02 1.42e+03  -4.0 6.27e-02   0.5 3.16e-02 7.14e-02h  1
 385r 1.0208086e+02 5.31e-02 1.39e+03  -4.0 1.38e-01   0.9 5.10e-02 2.18e-02f  1
 386r 1.0209004e+02 5.29e-02 1.39e+03  -4.0 6.07e-01   0.4 1.78e-02 3.03e-03h  1
 387r 1.0209898e+02 5.15e-02 1.30e+03  -4.0 6.15e-02   0.8 2.91e-02 8.94e-02f  1
 388r 1.0207721e+02 5.15e-02 1.40e+03  -4.0 5.45e-02   0.4 4.88e-03 8.92e-02f  1
 389r 1.0208072e+02 5.16e-02 1.29e+03  -4.0 3.87e-02   0.8 1.22e-01 8.07e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390r 1.0206359e+02 5.16e-02 1.44e+03  -4.0 2.68e-02   0.3 6.80e-01 1.51e-01f  1
 391r 1.0195681e+02 5.16e-02 5.49e+02  -4.0 6.31e-02  -0.2 5.65e-01 8.72e-01f  1
 392r 1.0201610e+02 5.16e-02 3.96e+02  -4.0 1.97e-01  -0.6 2.59e-01 2.77e-01f  1
